(0.0, -0.003038606651722969, 0.023442016753644105, -0.027171723344419803),
(0.5047369003295898, -0.044955333480248355, 0.024610195467994117, -0.024240574241517848),
(1.008594036102295, -0.13651122736973698, 0.026879757018555762, -0.026506869501462634),
(1.5120248794555664, -0.32561117580808513, 0.03188832428718118, -0.02523729771886833),
(2.0155088901519775, -0.6033122614089292, 0.038588658863343304, -0.02171756512141847),
(2.5188488960266113, -0.9188471750564269, 0.04425207364063282, -0.013109509796302656),
(3.0239200592041016, -1.2400859934114459, 0.04701787601910278, 0.009520274107660378),
(3.5281100273132324, -1.554912089600008, 0.031227476938826895, 0.07475046124378315),
(4.032360076904297, -1.8644399002900425, 0.007998102776563732, 0.07772371698083774),
(4.53685188293457, -2.1845646477250016, -0.01817629080400012, 0.08620408933796728),
(5.0419299602508545, -2.4981204077167027, -0.04635068236174014, 0.09406589379303751),
(5.546410083770752, -2.8114379158294547, -0.07699492296507701, 0.10190389709441873),
(6.050589084625244, -3.1307656447965573, -0.11078621642720235, 0.10993072864747627),
(6.555418968200684, -3.411882458861898, -0.13087264055690512, 0.10934938398093341),
(7.059997081756592, -3.482616054753259, -0.13053456363020982, 0.0831504956552586),
(7.563152074813843, -3.481764196612341, -0.13050762320662934, 0.08268279006439802),
(8.06867504119873, -3.464481496016665, -0.12903921264335672, 0.08396251547319884),
(8.572962999343872, -3.4152512403312376, -0.12488765000702945, 0.08504318745356113),
(9.079493045806885, -3.2911548492846325, -0.11413166337729032, 0.0862163195529716),
(9.583246946334839, -3.077065937409647, -0.09572576827994733, 0.08426699244150579),
(10.087460041046143, -2.8283382139013535, -0.07148861885691711, 0.15847102895032356),
(10.59154200553894, -2.626866754314741, -0.01940360697494251, 0.34776830052446794),
(11.096548080444336, -2.4276470876194165, 0.07743269900609057, 0.6177040087447215),
(11.600963115692139, -2.2424028831706684, 0.26768206062348915, 1.0635841288022712),
(12.10563588142395, -2.1566833519551314, 0.5624472534471692, 1.4931573829979554),
(12.61369800567627, -2.181163480833617, 0.8702160442600659, 1.894383025131633),
(13.1194748878479, -2.3474315269595905, 1.1449695328411997, 2.3070745879691392),
(13.623816013336182, -2.571509748429187, 1.3567072468762378, 2.4134519791861715),
(14.127969026565552, -2.8047225803877556, 1.5684458442864433, 2.398604615311857),
(14.632258892059326, -3.0407594057271914, 1.7858961728854665, 2.4133059136311847),
(15.136882066726685, -3.285330007052436, 1.9727987438941348, 2.606538561913618),
(15.64146089553833, -3.5765009671586157, 2.0973090911628622, 2.910987735927162),
(16.148624897003174, -3.881029366352088, 2.146206326257262, 3.0152207430451305),
(16.653194904327393, -4.19985131208004, 2.1890648797183414, 3.0012364450959694),
(17.158329963684082, -4.51139331686007, 2.225849971920541, 3.1006030528961515),
(17.662930965423584, -4.823713370681574, 2.207234523292901, -2.9324089944022305),
(18.1702139377594, -5.111840359554647, 2.0924748307441297, -2.6062758165957822),
(18.674468994140625, -5.3694211172488195, 1.9209965417883998, -2.5441266815050314),
(19.17922306060791, -5.6362601514043, 1.74221881675743, -2.555759260270024),
(19.6837739944458, -5.898894926441049, 1.5688779361552334, -2.5486141629023966),
(20.18857192993164, -6.147620511037958, 1.3753834438832115, -2.3619488644058),
(20.69332504272461, -6.350030580341438, 1.1377844657411211, -2.210911900591467),
(21.197593927383423, -6.540145158891301, 0.884136917086778, -2.2222719857580024),
(21.70221996307373, -6.7250295173890455, 0.6305239586161255, -2.1242602734463882),
(22.206300973892212, -6.859796151358706, 0.3546407854178547, -1.8774578757659612),
(22.710455894470215, -6.878411673487532, 0.04350174031687055, -1.3198064382852115),
(23.214513063430786, -6.7513476921966245, -0.23270564695762355, -0.9883074284966251),
(23.71935510635376, -6.572687713880269, -0.4924874637468334, -0.9795498212529379),
(24.223126888275146, -6.394640824017204, -0.7597147867742063, -0.9864920919469137),
(24.72770094871521, -6.218457333865967, -1.0281869408892, -0.9945038203106036),
(25.23214888572693, -6.051186201435772, -1.2874318728076468, -1.0020665213039455),
(25.73674488067627, -5.879175437056464, -1.5585910703998942, -1.0099220612636526),
(26.243047952651978, -5.7093046334454565, -1.8310960002009085, -1.0177794768470187),
(26.746848106384277, -5.544848006326397, -2.0995454767168735, -1.0254929223010623),
(27.25183391571045, -5.379235121470052, -2.374661416093107, -1.0333613675894195),
(27.755785942077637, -5.218978701027208, -2.645639067482787, -1.0410634072316245),
(28.260149002075195, -5.0608171683747045, -2.9178442834769722, -1.0487674451356064),
(28.765427112579346, -4.901654783033774, -3.196741282668635, -1.0566436665522556),
(29.27031898498535, -4.7477479788704064, -3.4713758264397345, -1.064346836914563),
(29.774703979492188, -4.595496111564089, -3.74667131484296, -1.047516195635113),
(30.27846598625183, -4.418912427549118, -4.004753751774347, -0.8550427532421653),
(30.78218388557434, -4.19047701922764, -4.216594967709426, -0.6374607562503307),
(31.287580013275146, -3.9390651508976404, -4.397299907563631, -0.6311348346496046),
(31.79210901260376, -3.680116421219301, -4.587875267679506, -0.6384314552493485),
(32.296359062194824, -3.427943325045266, -4.77634821910763, -0.6461725318169058),
(32.804378032684326, -3.172232443136276, -4.9705827991689375, -0.6540302713675721),
(33.30847096443176, -2.923027904613734, -5.1629577571566845, -0.6616746579623513),
(33.813196897506714, -2.665933954178884, -5.353374289648018, -0.5567720622963378),
(34.320931911468506, -2.391008740414316, -5.489473002339253, -0.33312477219235487),
(34.82552409172058, -2.082629400052676, -5.568397417061043, -0.20724472071599764),
(35.33155798912048, -1.7787019812045277, -5.634087929525993, -0.21942853740768992),
(35.83672308921814, -1.4717148458499056, -5.703582400426789, -0.22687183710876843),
(36.34019994735718, -1.1593144958647457, -5.776838325637864, -0.23480432707314916),
(36.84578800201416, -0.8773425125566436, -5.8457771017783084, -0.24550955235862068),
(37.34991502761841, -0.6565165930448023, -5.8970439838769995, -0.2532433994459357),
(37.85411500930786, -0.608175266947498, -5.895102061774086, -0.24204883623127446),
(38.35877299308777, -0.6082266647327653, -5.895027529791518, -0.26075447592662193),
(38.86288905143738, -0.6063326565580072, -5.895710768376976, -0.4556171652328425),
(39.36742401123047, -0.6031020411499962, -5.89777981165601, -0.8804630476848592),
(39.8722140789032, -0.6008178099859706, -5.905114540375301, -1.7645951596034704),
(40.37626004219055, -0.6068049369997461, -5.9110733987888615, -3.068644785451213),
(40.88096499443054, -0.6140019946431307, -5.902159227589664, 1.7176530601979518),
(41.38564109802246, -0.5950608377542835, -5.863550719931679, 0.4581223774479227),
(41.8899450302124, -0.5098825918928758, -5.868846751074307, -0.4868552044353813),
(42.39414310455322, -0.4549726538430164, -5.921086081108808, -1.1162834339103105),
(42.89824104309082, -0.4506282564831092, -5.934506570753175, -1.415402882510497),
(43.40336608886719, -0.4452426249876789, -5.9668644899164285, -1.4055116896207192),
(43.909038066864014, -0.4343595499716349, -6.032584407734557, -1.405441306619402),
(44.413187980651855, -0.41019224860507086, -6.176183898563888, -1.3909939520618142),
(44.91823196411133, -0.38386127820602334, -6.281786011155201, -1.2009338712495827),
(45.42270302772522, -0.3333124272998313, -6.385121630470016, -1.006607599028875),
(45.92763710021973, -0.23767196048607717, -6.495974627920494, -0.6752332782402708),
(46.43286895751953, -0.03878486468711748, -6.582854301826267, -0.03367986567553391),
(46.93866205215454, 0.23495560187291348, -6.499726764816716, 0.6117090677241456),
(47.443394899368286, 0.45755690256775317, -6.279439188898212, 0.8734201273605184),
(47.94920206069946, 0.6611539186010275, -6.039310553667291, 0.8603920168713403),
(48.45435190200806, 0.854133279040288, -5.794224486772465, 1.0103343347284481),
(48.95880699157715, 0.9878515012603356, -5.517621741889447, 1.328373939958941),
(49.46498203277588, 0.9640851075004964, -5.211422183327449, 2.119536566269468),
(49.97274589538574, 0.7127105891733552, -5.0472409517763355, -3.0978068015966405),
(50.477121114730835, 0.4827582554726108, -5.149055451738206, -2.1571867718003905),
(50.981465101242065, 0.4042465324047772, -5.446599216106369, -1.511300738129454),
(51.486428022384644, 0.48138858294916437, -5.749114019256765, -1.1864551935251717),
(51.99121594429016, 0.594261716029538, -6.043618491867693, -1.3097639924067195),
(52.49563407897949, 0.6283642439117539, -6.349325109081136, -1.6618728552717554),
(52.99935698509216, 0.5630101506953208, -6.645805843069152, -1.9655874346483568),
(53.5038800239563, 0.4027490416422673, -6.893771321911786, -2.336397864763381),
