(0.0, 0.00015926638859299798, 0.001923549250341008, -0.002581193308412189),
(0.5035531520843506, 0.0008502453293535491, 0.0020665255956045167, -0.07575535843708733),
(1.0067009925842285, 0.004559472618310877, 0.001213022555110061, -0.46575517834289204),
(1.511829137802124, 0.00820548471904512, -0.0019909955700075158, -0.9762139282300194),
(2.0170681476593018, 0.009713387168043243, -0.006624881960115165, -1.4292411008185228),
(2.5215649604797363, 0.00990156009468092, -0.04674065350406352, -1.6155619131401786),
(3.0256540775299072, 0.005961071620722739, -0.14255304379664896, -1.609777568214992),
(3.5300040245056152, 0.0018739767738884443, -0.24273584529889608, -1.6131954056756952),
(4.035083055496216, -0.0021620528000797852, -0.3358133255684648, -1.6169846986979117),
(4.540197134017944, -0.004212798461119681, -0.37936034452536, -1.6198767493295916),
(5.04381799697876, -0.005949488401559105, -0.41574435880591165, -1.6183365859398775),
(5.547765016555786, -0.01018733219598782, -0.503342682896299, -1.6210297708569084),
(6.051568984985352, -0.01362637476188715, -0.5702499215880769, -1.6049591701190564),
(6.555264949798584, -0.01013879263897171, -0.6575038615164158, -1.414959377448602),
(7.059507131576538, 0.016343916668541507, -0.7521386732412363, -1.1158845807479483),
(7.564578056335449, 0.06854127829444809, -0.833457884862095, -0.9192362930718755),
(8.068253993988037, 0.12843710707329015, -0.912073677425881, -0.9524677398437218),
(8.572561025619507, 0.1815474014159345, -0.9983577915870067, -1.070126486659326),
(9.0763680934906, 0.22998969981148162, -1.0861074346685171, -1.069507433972803),
(9.58094310760498, 0.27511601231308846, -1.1794576115905373, -1.2277939737938395),
(10.084944009780884, 0.29674587639697575, -1.2819026659277448, -1.592369120341131),
(10.606122016906738, 0.2696137364207587, -1.3856543174173135, -2.0868249492424185),
(11.11016297340393, 0.21061202850214578, -1.4630541914214845, -2.3336172360626173),
(11.614593982696533, 0.14074823391090333, -1.5355018151841802, -2.3326937063552373),
(12.119261980056763, 0.06997920088928859, -1.6094238554463878, -2.336424009354063),
(12.623659133911133, 0.0037863416333355536, -1.6780414155091112, -2.3398295887157627),
(13.128196954727173, -0.06745387875925145, -1.751520874619524, -2.3424626837540474),
(13.631868124008179, -0.13747191368283418, -1.8233571216976725, -2.344955107057415),
(14.136821985244751, -0.20766866449317867, -1.8950170808794229, -2.347459099174435),
(14.642240047454834, -0.2794532079845403, -1.967930400001272, -2.350007194472591),
(15.146093130111694, -0.35000949964933886, -2.0392361950487565, -2.352511377061021),
(15.650352001190186, -0.4221603449137272, -2.111786119596524, -2.355054019422217),
(16.15541696548462, -0.49307603964850966, -2.1827355592711664, -2.3575539806321393),
(16.65933394432068, -0.5641687810379398, -2.253506138182294, -2.360056416618799),
(17.163597106933594, -0.6368632973084953, -2.325511791083646, -2.3626024548722873),
(17.668741941452026, -0.7025141940560122, -2.390199694089966, -2.366025157365293),
(18.175436973571777, -0.7322809322561146, -2.4193557721287577, -2.3969769540312997),
(18.67958092689514, -0.7349270376683703, -2.421449105514997, -2.599469633090836),
(19.183611154556274, -0.7385463303746013, -2.4230380474643276, -2.987773279585875),
(19.68822193145752, -0.7432912454926558, -2.4225678047649097, 2.794549396567967),
(20.192543983459473, -0.7488241366213471, -2.418297161842903, 2.2985217414299237),
(20.698832988739014, -0.7701661343691262, -2.3834129268081163, 1.9870083655845823),
(21.20314598083496, -0.7954328243691785, -2.318602154588992, 1.9415799829442675),
(21.707932949066162, -0.8296573086706382, -2.2304536146317453, 1.9165426417880103),
(22.21273708343506, -0.8436355462948488, -2.1815052174229734, 1.7200662960361512),
(22.71793794631958, -0.849294645386705, -2.1345487715119993, 1.6973103030847063),
(23.222373008728027, -0.8587509404350372, -2.0599012629604903, 1.6966201707224946),
(23.726356983184814, -0.871365565998585, -1.9595220378804166, 1.6936690619992913),
(24.230457067489624, -0.8837093422034158, -1.8589861200716813, 1.68810427330693),
(24.734384059906006, -0.888916840026237, -1.7932084764954275, 1.5312627892628008),
(25.238908052444458, -0.8876737207891062, -1.7798014022446609, 1.2498919625506102),
(25.74274706840515, -0.8851593430871733, -1.7759410290097606, 0.7465157335699848),
(26.247334003448486, -0.8811082612057056, -1.773753990532683, 0.24347964742420422),
(26.75126600265503, -0.876644215461292, -1.7737715773591647, -0.2502253319291954),
(27.255285024642944, -0.8726586591848136, -1.7759371605586, -0.7443535702439047),
(27.760353088378906, -0.8681663648391461, -1.7841072413981969, -1.2218275436524177),
(28.264408111572266, -0.859777066232686, -1.825808128744782, -1.4980979458646826),
(28.76946210861206, -0.855183776330164, -1.9100298651261962, -1.513203598540072),
(29.274587154388428, -0.849426584342123, -2.0121281497782473, -1.5166849269335134),
(29.7780499458313, -0.8440818658173215, -2.112296544664742, -1.5190977322170214),
(30.281840085983276, -0.8388893212268348, -2.2144842502934003, -1.5216448073313225),
(30.78705096244812, -0.834052014863104, -2.314680634756007, -1.524149424763509),
(31.29088306427002, -0.8294635760858456, -2.4148894355723765, -1.526648468899176),
(31.794826984405518, -0.8250421253779255, -2.517113873425612, -1.5291977706414852),
(32.29833793640137, -0.8209610317668581, -2.6173437825963335, -1.5316902074158774),
(32.802510023117065, -0.8170554204331457, -2.71958905806702, -1.534240728732638),
(33.30838203430176, -0.8134767112306374, -2.8198385699252477, -1.5367459066970532),
(33.81258511543274, -0.8078202493660593, -2.918961640678793, -1.4343517972927138),
(34.31880712509155, -0.7850454847274543, -3.010773038984471, -1.1852659490201995),
(34.8223180770874, -0.7367121544590908, -3.0975384787440503, -0.9744890875154678),
(35.326509952545166, -0.6818449212707853, -3.177011203280042, -0.9718214121000908),
(35.83037805557251, -0.6253953229388448, -3.259862247405673, -0.9739281510768942),
(36.33526611328125, -0.5679683776778702, -3.344547693111998, -0.9765434621275769),
(36.84082007408142, -0.5118788959256724, -3.4277141560602367, -0.9790458962845753),
(37.3448691368103, -0.45599364295765077, -3.511019052276446, -0.9815469165355196),
(37.8495409488678, -0.41292061592774837, -3.5787502183844597, -1.076672816658092),
(38.35350298881531, -0.3707918681278164, -3.664444829820877, -1.1179665959295775),
(38.85796308517456, -0.32854229722828443, -3.751092149535416, -1.119115361095694),
(39.36187195777893, -0.2913947696764558, -3.829485277867653, -1.1862405912699072),
(39.86754012107849, -0.28071839782123986, -3.8632862115406437, -1.4107334907747617),
(40.3724639415741, -0.2775590483085975, -3.9052799039913415, -1.5228261949010464),
(40.87663006782532, -0.27386735151128916, -3.975095217225106, -1.5168301935124584),
(41.38143014907837, -0.26859518943223065, -4.076058293473195, -1.5206991970300072),
(41.885668992996216, -0.2635540930235644, -4.178263945794517, -1.523147412939146),
(42.39001798629761, -0.25877591547479817, -4.280472500300771, -1.5256954341845712),
(42.8947479724884, -0.2543430371817766, -4.380688267097899, -1.5281952491788744),
(43.40097403526306, -0.2504110362045319, -4.474970047665003, -1.5307591166043342),
